Customer ID,Recency,Frequency,Monetary,Avg_Order_Value,Total_Quantity,Future_Orders_90D,Churn
LH-16750,61,3,287.426,95.80866666666667,12,0.0,1
LH-16900,70,8,2151.476,153.67685714285716,55,1.0,0
LH-17020,149,4,318.239,53.03983333333333,34,0.0,1
LH-17155,295,9,1739.689,91.56257894736842,44,0.0,1
LL-16840,159,6,2741.2039999999997,228.43366666666665,50,0.0,1
LM-17065,301,5,1346.774,192.3962857142857,32,0.0,1
LO-17170,126,3,470.39,117.5975,20,2.0,0
LP-17080,143,3,629.9499999999999,89.99285714285713,29,1.0,0
LP-17095,26,6,3278.0589999999997,234.14707142857142,51,1.0,0
LR-16915,294,5,4493.892,299.5928,62,1.0,0
LR-17035,42,5,1879.306,156.60883333333334,44,0.0,1
LS-16945,88,6,2845.27,203.23357142857142,51,0.0,1
LS-16975,329,6,1626.074,135.50616666666667,33,3.0,0
LS-17200,6,6,1010.2560000000001,72.16114285714286,54,0.0,1
LS-17230,687,3,368.88000000000005,61.48000000000001,16,0.0,1
LS-17245,473,5,843.796,84.37960000000001,42,1.0,0
LT-16765,873,2,255.524,127.762,5,1.0,0
LT-17110,17,7,2715.5,208.8846153846154,55,1.0,0
LW-16825,280,4,2217.421,158.38721428571426,45,1.0,0
LW-16990,119,4,2498.03,312.25375,23,2.0,0
LW-17125,115,3,1259.04,251.808,15,0.0,1
LW-17215,29,6,5365.614,383.25814285714284,54,1.0,0
MA-17560,404,8,4189.921,139.66403333333335,106,3.0,0
MA-17995,96,6,2453.284,204.44033333333334,42,0.0,1
MB-17305,90,8,1133.1399999999999,75.54266666666666,48,2.0,0
MB-18085,148,6,1410.9209999999998,156.76899999999998,36,1.0,0
MC-17275,558,7,2711.252,225.93766666666667,51,1.0,0
MC-17425,309,5,4432.138,443.2138,48,0.0,1
MC-17575,55,7,1205.4470000000001,150.68087500000001,27,1.0,0
MC-17590,282,5,2262.517,150.83446666666666,44,1.0,0
MC-17605,22,8,2258.192,125.45511111111111,60,0.0,1
MC-17635,99,4,795.154,99.39425,33,0.0,1
MC-17845,291,4,1700.492,170.04919999999998,32,3.0,0
MC-18100,29,8,1413.798,108.7536923076923,48,2.0,0
MC-18130,279,5,1581.9979999999998,143.81799999999998,34,0.0,1
MD-17350,27,7,3766.382,221.5518823529412,64,0.0,1
MD-17860,33,3,276.782,46.13033333333333,29,2.0,0
ME-17320,111,7,10393.22,547.0115789473684,70,3.0,0
ME-17725,94,6,1050.5532,95.50483636363637,38,2.0,0
ME-18010,2,4,1256.944,209.49066666666667,15,0.0,1
MF-17665,331,5,937.039,117.129875,36,0.0,1
MF-18250,689,4,605.4300000000001,86.49000000000001,22,1.0,0
MG-17650,34,5,2605.772,260.5772,43,2.0,0
MG-17680,2,4,2350.188,235.0188,25,0.0,1
MG-17695,465,3,1342.282,191.7545714285714,23,0.0,1
MG-17875,26,5,1242.8329999999999,177.54757142857142,23,0.0,1
MG-17890,9,9,776.384,59.72184615384616,35,0.0,1
MG-18145,66,3,1736.969,347.3938,16,1.0,0
MG-18205,174,1,16.739,8.3695,8,0.0,1
MH-17290,29,6,2394.025,184.15576923076924,55,0.0,1
MH-17440,286,4,400.016,44.446222222222225,25,0.0,1
MH-17455,80,7,2146.694,238.52155555555555,41,1.0,0
MH-17620,65,4,1252.8,208.79999999999998,19,0.0,1
MH-17785,8,7,2203.7780000000002,200.34345454545456,42,0.0,1
MH-18025,218,3,1354.518,225.75300000000001,15,2.0,0
MH-18115,7,7,4631.373,272.4337058823529,63,2.0,0
MJ-17740,204,6,6223.51,478.7315384615385,44,1.0,0
MK-17905,49,7,2254.408,140.9005,68,1.0,0
MK-18160,150,4,1031.602,93.78200000000001,43,0.0,1
ML-17395,234,8,2658.4629999999997,147.69238888888887,63,1.0,0
ML-17410,75,5,2746.176,211.2443076923077,46,1.0,0
ML-17755,98,4,767.97,76.797,38,3.0,0
ML-18040,119,2,67.21000000000001,33.605000000000004,10,1.0,0
ML-18265,10,2,162.232,54.077333333333335,7,0.0,1
MM-17260,78,4,1314.023,219.00383333333332,17,0.0,1
MM-17920,27,9,3699.424,284.57107692307693,50,2.0,0
MM-18055,23,7,2647.225,155.71911764705882,68,1.0,0
MM-18280,13,8,734.424,66.76581818181818,31,1.0,0
MN-17935,233,4,633.728,105.62133333333333,19,2.0,0
MO-17500,362,3,831.212,207.803,14,1.0,0
MO-17800,14,8,1687.0269999999998,153.3660909090909,49,0.0,1
MO-17950,90,2,154.288,38.572,14,0.0,1
MP-17470,629,7,3206.132,229.00942857142857,77,0.0,1
MP-17965,86,8,3894.382,216.35455555555555,55,1.0,0
MP-18175,233,7,4831.194,371.6303076923077,45,2.0,0
MR-17545,35,4,639.178,106.52966666666667,29,0.0,1
MS-17365,183,10,7443.6900000000005,310.15375,105,0.0,1
MS-17530,344,4,475.65599999999995,67.95085714285713,21,0.0,1
MS-17710,323,6,1613.402,107.56013333333334,48,0.0,1
MS-17770,31,9,3144.678,165.5093684210526,73,0.0,1
MS-17830,362,4,370.348,74.06960000000001,14,0.0,1
MS-17980,667,5,267.108,44.518,25,1.0,0
MT-17815,202,5,2854.659,317.18433333333337,30,1.0,0
MT-18070,113,4,1319.4498,119.94998181818183,44,0.0,1
MV-17485,191,7,1109.862,92.4885,40,2.0,0
MV-18190,304,6,1671.234,185.69266666666667,31,1.0,0
MW-18220,278,6,5310.46,408.49692307692305,48,1.0,0
MW-18235,1229,1,3333.8999999999996,1666.9499999999998,10,1.0,0
MY-17380,70,4,1620.096,180.01066666666668,24,3.0,0
MY-18295,28,10,4122.36,216.96631578947367,84,1.0,0
MZ-17335,189,3,567.7760000000001,113.55520000000001,8,1.0,0
MZ-17515,192,6,2564.906,256.4906,39,0.0,1
NB-18580,1075,2,273.87199999999996,136.93599999999998,7,0.0,1
NB-18655,350,6,1753.612,194.84577777777778,37,3.0,0
NC-18340,134,5,2461.404,144.7884705882353,54,0.0,1
NC-18415,352,5,489.704,44.51854545454545,24,1.0,0
NC-18535,183,4,7751.242,775.1242,45,3.0,0
NC-18625,114,5,1821.742,202.41577777777778,29,0.0,1
ND-18370,168,7,4269.588,266.84925,61,2.0,0
ND-18460,93,6,2893.455,361.681875,36,0.0,1
NF-18385,41,6,7649.482,588.4216923076923,49,1.0,0
NF-18475,435,4,377.16200000000003,94.29050000000001,13,0.0,1
NF-18595,24,7,2031.472,169.28933333333333,55,0.0,1
NG-18355,44,4,1498.798,99.91986666666666,42,1.0,0
NG-18430,679,4,616.778,102.79633333333334,26,1.0,0
NH-18610,99,7,2673.29,243.02636363636364,52,0.0,1
NK-18490,7,5,451.36199999999997,56.420249999999996,41,2.0,0
NL-18310,489,3,259.20799999999997,64.80199999999999,13,1.0,0
NM-18445,70,7,6459.344,461.3817142857143,44,0.0,1
NM-18520,154,10,2161.979,144.1319333333333,60,0.0,1
NP-18325,665,5,5436.68,271.834,74,1.0,0
NP-18670,315,3,1554.462,388.6155,19,2.0,0
NP-18685,316,6,1228.698,175.52828571428572,23,0.0,1
NP-18700,48,7,7903.1825,607.9371153846154,63,0.0,1
NR-18550,120,5,2367.277,182.09823076923078,37,0.0,1
NS-18505,255,2,1897.759,189.7759,30,2.0,0
NS-18640,84,13,2964.823,114.03165384615384,113,0.0,1
NW-18400,82,7,7234.014,328.8188181818182,78,0.0,1
NZ-18565,57,8,2180.57,128.26882352941178,69,1.0,0
ON-18715,320,9,1567.52,104.50133333333333,58,0.0,1
OT-18730,97,4,3210.194,401.27425,39,1.0,0
PA-19060,13,6,729.408,104.20114285714286,27,0.0,1
PB-18805,351,2,243.31199999999998,48.6624,33,1.0,0
PB-19105,9,3,647.5479999999999,161.88699999999997,15,1.0,0
PB-19150,7,8,1456.95,132.45000000000002,54,0.0,1
PB-19210,598,2,132.738,66.369,10,0.0,1
PC-18745,308,3,1830.876,457.719,20,1.0,0
PC-19000,792,2,1061.488,353.82933333333335,18,0.0,1
PF-19120,745,4,9062.864,476.99284210526315,75,0.0,1
PF-19165,106,6,2770.0,277.0,34,0.0,1
PF-19225,24,5,2206.1279999999997,220.61279999999996,32,0.0,1
PG-18820,2,11,3023.9629999999997,125.99845833333332,77,2.0,0
PG-18895,103,7,1925.134,137.50957142857143,52,2.0,0
PJ-18835,135,6,1141.194,114.1194,35,2.0,0
PJ-19015,44,7,1824.2340000000002,182.42340000000002,25,0.0,1
PK-18910,393,2,1441.152,480.384,14,0.0,1
PK-19075,27,10,8522.114,370.5266956521739,94,2.0,0
PL-18925,101,4,216.71099999999998,30.958714285714283,26,1.0,0
PM-18940,296,3,1405.402,351.3505,16,0.0,1
PM-19135,344,3,3424.518,684.9036,29,1.0,0
PN-18775,159,6,1298.6460000000002,118.0587272727273,37,2.0,0
PO-18850,39,8,6878.2011999999995,382.1222888888889,73,3.0,0
PO-18865,57,5,1994.572,221.6191111111111,37,2.0,0
PO-19180,70,9,4893.043,271.8357222222222,65,0.0,1
PO-19195,672,4,820.136,102.517,22,1.0,0
PP-18955,7,10,7252.608,213.312,138,0.0,1
PR-18880,41,4,1832.398,166.58163636363636,42,1.0,0
PS-18760,17,6,2181.479,103.87995238095237,75,0.0,1
PS-18970,194,6,1222.219,111.11081818181819,47,2.0,0
PS-19045,146,7,6843.634,526.4333846153846,47,0.0,1
PT-19090,72,3,100.748,33.58266666666667,10,1.0,0
PV-18985,204,4,1188.786,108.07145454545456,40,1.0,0
PW-19030,57,9,3358.556,279.87966666666665,42,1.0,0
PW-19240,374,7,3922.4150000000004,326.8679166666667,39,0.0,1
QJ-19255,154,8,5903.308,491.94233333333335,54,1.0,0
RA-19285,27,7,2309.41,164.95785714285714,48,2.0,0
RA-19885,5,5,3386.234,282.1861666666667,46,2.0,0
RA-19915,44,8,4507.058,237.21357894736843,70,1.0,0
RA-19945,106,4,1365.5325,227.58875,17,1.0,0
RB-19330,1049,1,670.3779999999999,335.18899999999996,7,1.0,0
RB-19360,6,6,15117.339,839.8521666666667,71,0.0,1
RB-19435,822,6,1841.1960000000001,153.43300000000002,45,2.0,0
RB-19465,101,9,4502.736,236.9861052631579,71,3.0,0
RB-19570,260,4,328.81600000000003,54.802666666666674,24,1.0,0
RB-19645,558,5,221.084,31.583428571428573,29,0.0,1
RB-19705,17,3,2061.768,343.628,21,1.0,0
RB-19795,141,6,1939.556,161.62966666666668,56,2.0,0
RC-19825,279,6,966.409,96.6409,29,0.0,1
RC-19960,20,6,885.752,80.52290909090908,44,0.0,1
RD-19480,16,7,4256.25,304.01785714285717,57,1.0,0
RD-19585,90,10,2912.8940000000002,153.3102105263158,73,0.0,1
RD-19660,24,5,2786.632,557.3264,23,0.0,1
RD-19720,186,9,1408.6490000000001,74.13942105263159,71,1.0,0
RD-19810,240,6,899.26,81.75090909090909,41,2.0,0
RD-19900,24,9,3133.924,149.2344761904762,85,0.0,1
RD-19930,174,3,787.9720000000001,98.49650000000001,25,1.0,0
RE-19405,1007,1,48.36,48.36,5,0.0,1
RE-19450,212,5,876.696,97.41066666666667,47,0.0,1
RF-19345,300,8,3309.15,206.821875,67,0.0,1
RF-19735,64,6,2065.6459999999997,206.56459999999998,31,1.0,0
RF-19840,168,7,909.312,90.9312,42,1.0,0
RH-19495,10,4,3532.6079999999997,504.6582857142857,36,1.0,0
RH-19510,377,6,6979.18,581.5983333333334,43,0.0,1
RH-19555,429,2,740.382,246.79399999999998,11,0.0,1
RH-19600,444,3,2085.7400000000002,189.61272727272728,43,0.0,1
RK-19300,29,3,1460.192,182.524,29,0.0,1
RL-19615,31,8,6234.91,259.78791666666666,101,0.0,1
RM-19375,255,6,1453.474,161.4971111111111,29,0.0,1
RM-19675,713,4,3008.664,334.29600000000005,30,1.0,0
RM-19750,209,1,98.35,49.175,4,0.0,1
RO-19780,7,6,2575.06,321.8825,29,1.0,0
RP-19270,406,4,954.6452,79.55376666666668,47,0.0,1
RP-19390,163,11,5038.67,219.07260869565218,79,1.0,0
RP-19855,127,7,2158.556,154.18257142857144,56,1.0,0
RR-19315,321,1,7.38,7.38,2,1.0,0
RR-19525,80,6,3302.2619999999997,330.22619999999995,36,0.0,1
RS-19420,78,4,3208.24,401.03,24,1.0,0
RS-19765,23,6,3037.64,303.764,36,2.0,0
RS-19870,481,1,9.648,9.648,6,1.0,0
RW-19540,30,7,7397.401,321.6261304347826,89,0.0,1
RW-19630,171,8,3213.756,214.25039999999998,52,1.0,0
RW-19690,21,4,3053.9260000000004,234.91738461538463,47,1.0,0
SA-20830,135,9,4745.4115,237.270575,72,1.0,0
SB-20170,111,3,1348.02,192.5742857142857,24,0.0,1
SB-20185,98,6,6410.996,534.2496666666667,45,0.0,1
SB-20290,22,6,7332.812,523.7722857142857,63,1.0,0
SC-20020,691,5,3362.9636,197.8213882352941,62,0.0,1
SC-20050,1,8,4596.992,328.35657142857144,59,1.0,0
SC-20095,259,9,14142.333999999999,642.8333636363636,87,0.0,1
SC-20230,59,4,4371.9580000000005,397.4507272727273,49,0.0,1
SC-20260,97,8,3729.7929999999997,207.21072222222222,63,0.0,1
SC-20305,34,6,3556.1560000000004,395.1284444444445,51,1.0,0
SC-20380,14,8,3826.878,212.60433333333333,70,1.0,0
SC-20440,9,5,1412.4859999999999,235.4143333333333,27,2.0,0
SC-20575,2,5,902.7280000000001,128.96114285714287,30,0.0,1
SC-20680,36,6,1254.64,156.83,26,0.0,1
SC-20695,52,9,2539.2,211.6,58,1.0,0
SC-20725,97,11,5226.21,201.0080769230769,133,0.0,1
SC-20770,213,6,3742.765,196.98763157894737,65,1.0,0
SC-20800,108,3,276.88800000000003,69.22200000000001,9,1.0,0
SC-20845,41,2,280.632,70.158,13,0.0,1
SD-20485,110,9,6121.114,291.481619047619,82,0.0,1
SE-20110,35,9,12002.128,706.0075294117647,71,2.0,0
SF-20065,77,6,532.856,76.12228571428571,24,1.0,0
SF-20200,35,8,732.046,56.311230769230775,60,1.0,0
SF-20965,3,8,3307.143,220.4762,62,1.0,0
SG-20080,655,2,2567.151,256.7151,27,1.0,0
SG-20470,93,8,1884.798,134.62842857142857,62,0.0,1
SG-20605,18,6,3124.832,240.37169230769229,49,0.0,1
SG-20890,136,3,47.946,9.5892,17,0.0,1
SH-19975,9,11,2754.7115,114.77964583333333,88,2.0,0
SH-20395,21,9,2052.734,146.62385714285713,43,1.0,0
SH-20635,675,2,2096.392,1048.196,16,0.0,1
SJ-20125,5,12,3949.656,164.569,104,0.0,1
SJ-20215,46,5,804.178,100.52225,27,1.0,0
SJ-20500,163,5,1318.776,188.39657142857143,30,0.0,1
SK-19990,161,2,251.81,83.93666666666667,11,1.0,0
SL-20155,5,6,1350.982,192.99742857142857,21,1.0,0
SM-20005,331,4,244.49399999999997,40.748999999999995,26,0.0,1
SM-20320,84,4,25035.082,1788.2201428571427,48,1.0,0
SM-20905,516,1,1043.041,173.84016666666665,20,0.0,1
SM-20950,73,11,5228.872,275.20378947368425,84,1.0,0
SN-20560,21,6,1860.418,124.02786666666665,67,0.0,1
SN-20710,317,6,2873.3552,159.63084444444445,75,1.0,0
SO-20335,22,5,2418.7555,186.0581153846154,43,1.0,0
SP-20545,237,6,1306.086,130.6086,43,0.0,1
SP-20620,22,8,5241.769,238.26222727272727,70,1.0,0
SP-20650,296,9,1872.4360000000001,124.82906666666668,71,0.0,1
SP-20860,3,9,4242.956,184.47634782608696,78,1.0,0
SP-20920,199,5,3966.697,305.1305384615385,55,1.0,0
SR-20425,167,2,2826.2490000000003,471.04150000000004,25,3.0,0
SR-20740,106,8,4345.8859999999995,362.1571666666666,50,0.0,1
SS-20140,13,6,1250.916,69.49533333333333,75,2.0,0
SS-20410,20,6,3056.8070000000002,254.7339166666667,46,0.0,1
SS-20515,401,3,613.4,102.23333333333333,36,0.0,1
SS-20590,342,6,418.49,46.49888888888889,17,0.0,1
SS-20875,30,5,964.636,64.30906666666667,39,0.0,1
ST-20530,35,7,433.34000000000003,36.11166666666667,33,0.0,1
SU-20665,29,6,1910.584,127.37226666666668,47,1.0,0
SV-20365,11,10,11470.949999999999,358.46718749999997,109,0.0,1
SV-20785,230,9,4105.305,164.21220000000002,91,0.0,1
SV-20815,401,3,1259.41,251.882,22,1.0,0
SV-20935,160,4,838.028,167.6056,26,4.0,0
SW-20245,218,6,845.72,93.9688888888889,30,1.0,0
SW-20275,197,3,954.15,238.5375,14,3.0,0
SW-20350,72,3,1019.044,169.84066666666666,25,0.0,1
SW-20455,72,7,2921.544,324.616,18,0.0,1
SW-20755,444,2,758.6959999999999,94.83699999999999,27,0.0,1
SZ-20035,85,9,3099.839,172.21327777777776,64,2.0,0
TA-21385,180,3,879.1619999999999,146.527,18,1.0,0
TB-21055,29,5,1467.881,81.54894444444444,66,0.0,1
TB-21175,537,3,298.226,42.60371428571428,17,1.0,0
TB-21190,674,2,773.4540000000001,386.72700000000003,16,2.0,0
TB-21250,259,7,1602.376,84.33557894736842,74,0.0,1
TB-21280,493,6,2198.45,199.8590909090909,35,0.0,1
TB-21355,56,5,834.328,64.17907692307692,44,0.0,1
TB-21400,112,7,9133.99,537.2935294117647,55,0.0,1
TB-21520,17,9,4737.486,236.8743,85,0.0,1
TB-21595,195,5,1387.559,198.2227142857143,29,0.0,1
TB-21625,129,7,1674.552,128.8116923076923,48,2.0,0
TC-20980,309,5,19052.218,1587.6848333333335,42,0.0,1
TC-21145,16,1,1038.26,259.565,17,0.0,1
TC-21295,79,5,4076.318,313.5629230769231,54,3.0,0
TC-21475,63,9,1244.976,113.17963636363638,45,0.0,1
TC-21535,317,5,689.3860000000001,86.17325000000001,20,2.0,0
TD-20995,84,7,1381.7240000000002,106.28646153846155,49,2.0,0
TG-21310,247,5,3058.372,339.8191111111111,30,0.0,1
TG-21640,24,4,2074.661,207.4661,50,0.0,1
TH-21100,254,5,2422.824,346.11771428571427,29,0.0,1
TH-21115,450,3,2051.268,410.2536,18,1.0,0
TH-21235,27,8,1022.201,78.63084615384615,40,0.0,1
TH-21550,41,6,2600.908,216.74233333333333,40,1.0,0
TM-21010,13,8,2955.2259999999997,155.53821052631577,67,0.0,1
TM-21490,40,3,1094.6779999999999,273.66949999999997,12,0.0,1
TN-21040,289,6,3025.471,275.0428181818182,43,1.0,0
TP-21130,250,7,1619.076,179.89733333333334,29,2.0,0
TP-21415,14,5,5329.0048,532.90048,39,0.0,1
TP-21565,260,4,1936.6399999999999,193.664,48,0.0,1
TR-21325,103,5,675.9419999999999,96.56314285714284,22,0.0,1
TS-21085,267,2,4.833,2.4165,4,0.0,1
TS-21160,414,6,2163.6240000000003,127.27200000000002,60,0.0,1
TS-21205,108,7,5371.09,282.68894736842105,67,0.0,1
TS-21340,136,5,974.7819999999999,81.23183333333333,51,0.0,1
TS-21370,143,4,5399.437,539.9437,42,2.0,0
TS-21430,82,5,2054.14,293.4485714285714,31,0.0,1
TS-21505,13,4,1588.048,176.44977777777777,32,2.0,0
TS-21610,107,5,2403.4719999999998,400.5786666666666,25,2.0,0
TS-21655,148,5,3368.094,240.57814285714286,52,0.0,1
TT-21070,508,5,1102.436,137.8045,36,2.0,0
TT-21220,93,8,1427.0439999999999,95.13626666666666,55,0.0,1
TT-21265,316,3,439.5,146.5,8,0.0,1
TT-21460,42,5,2275.108,284.3885,32,2.0,0
TW-21025,72,6,5234.042,475.82200000000006,56,1.0,0
TZ-21580,587,3,1702.126,212.76575,28,1.0,0
VB-21745,207,5,1999.8159999999998,222.20177777777775,36,1.0,0
VD-21670,491,6,6442.254,402.640875,71,0.0,1
VF-21715,85,4,819.784,81.9784,31,1.0,0
VG-21790,64,6,846.01,105.75125,32,0.0,1
VG-21805,196,5,427.372,71.22866666666667,16,0.0,1
VM-21685,77,6,2408.6059999999998,218.9641818181818,34,1.0,0
VM-21835,27,5,380.69,47.58625,25,0.0,1
VP-21730,93,2,94.792,47.396,8,1.0,0
VP-21760,462,6,1466.74,122.22833333333334,56,1.0,0
VS-21820,131,4,1055.981,131.997625,38,0.0,1
VT-21700,910,2,1736.596,192.9551111111111,42,0.0,1
VW-21775,232,8,4208.298000000001,300.59271428571435,61,2.0,0
WB-21850,94,9,6022.989,177.14673529411763,136,2.0,0
XP-21865,332,7,1925.346,87.51572727272728,80,4.0,0
YC-21895,390,4,4703.67,671.9528571428572,29,1.0,0
YS-21880,44,7,5720.424,520.0385454545454,51,1.0,0
ZC-21910,104,12,7996.017,285.57203571428573,100,1.0,0
ZD-21925,112,5,1493.944,165.99377777777778,32,0.0,1
