Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
LP-17080,41,4,756.606,4,1,1,411,New Customers
LP-17095,10,7,3653.399,5,4,4,544,Champions
LR-16915,27,6,5142.892,4,3,5,435,Loyal Customers
LR-17035,133,5,1879.306,2,2,3,223,Potential Loyalists
LS-16945,179,6,2845.27,2,3,4,234,At Risk
LS-16975,21,9,2988.674,5,5,4,554,Champions
LS-17200,97,6,1010.2560000000001,3,3,2,332,Loyal Customers
LS-17230,778,3,368.88000000000005,1,1,1,111,Lost
LS-17245,35,6,1008.1360000000001,4,3,2,432,Loyal Customers
LT-16765,27,3,329.876,4,1,1,411,New Customers
LT-17110,35,8,2936.252,4,4,4,444,Champions
LW-16825,89,5,2238.061,3,2,3,323,Potential Loyalists
LW-16990,34,6,3230.308,4,3,4,434,Loyal Customers
LW-17125,206,3,1259.04,2,1,2,212,Lost
LW-17215,22,7,5420.514,5,4,5,545,Champions
MA-17560,65,11,4299.161,3,5,5,355,Loyal Customers
MA-17995,187,6,2453.284,2,3,3,233,At Risk
MB-17305,49,10,1548.702,4,5,2,452,Loyal Customers
MB-18085,45,7,1428.231,4,4,2,442,Loyal Customers
MC-17275,77,8,2725.982,3,4,3,343,Loyal Customers
MC-17425,400,5,4432.138,1,2,5,125,Potential Loyalists
MC-17575,28,8,1303.893,4,4,2,442,Loyal Customers
MC-17590,52,6,2426.067,4,3,3,433,Loyal Customers
MC-17605,113,8,2258.192,2,4,3,243,At Risk
MC-17635,190,4,795.154,2,1,1,211,Lost
MC-17845,2,7,3805.714,5,4,4,544,Champions
MC-18100,42,10,2218.98,4,5,3,453,Loyal Customers
MC-18130,370,5,1581.9979999999998,1,2,2,122,Lost
MD-17350,118,7,3766.382,2,4,4,244,At Risk
MD-17860,37,5,1204.91,4,2,2,422,New Customers
ME-17320,43,10,10663.728000000001,4,5,5,455,Champions
ME-17725,29,8,1908.4532,4,4,3,443,Loyal Customers
ME-18010,93,4,1256.944,3,2,2,322,Potential Loyalists
MF-17665,422,5,937.039,1,2,1,121,Lost
MF-18250,8,5,1758.3,5,2,3,523,New Customers
MG-17650,30,7,3785.276,4,4,4,444,Champions
MG-17680,93,4,2350.188,3,2,3,323,Potential Loyalists
MG-17695,556,3,1342.282,1,1,2,112,Lost
MG-17875,117,5,1242.8329999999999,2,2,2,222,Lost
MG-17890,100,9,776.384,3,5,1,351,Loyal Customers
MG-18145,85,4,3061.543,3,2,4,324,Potential Loyalists
MG-18205,265,1,16.739,1,1,1,111,Lost
MH-17290,120,6,2394.025,2,3,3,233,At Risk
MH-17440,377,4,400.016,1,2,1,121,Lost
MH-17455,86,8,2456.1820000000002,3,4,3,343,Loyal Customers
MH-17620,156,4,1252.8,2,2,2,222,Lost
MH-17785,99,7,2203.7780000000002,3,4,3,343,Loyal Customers
MH-18025,50,5,2984.948,4,2,4,424,New Customers
MH-18115,6,9,5503.093,5,5,5,555,Champions
MJ-17740,23,7,6320.746,5,4,5,545,Champions
MK-17905,29,8,2302.368,4,4,3,443,Loyal Customers
MK-18160,241,4,1031.602,1,2,2,122,Lost
ML-17395,70,9,2722.843,3,5,3,353,Loyal Customers
ML-17410,55,6,2921.5,3,3,4,334,Loyal Customers
ML-17755,30,7,2071.9139999999998,4,4,3,443,Loyal Customers
ML-18040,80,3,742.082,3,1,1,311,Potential Loyalists
ML-18265,101,2,162.232,3,1,1,311,Potential Loyalists
MM-17260,169,4,1314.023,2,2,2,222,Lost
MM-17920,8,11,3794.0800000000004,5,5,4,554,Champions
MM-18055,62,8,2749.881,3,4,3,343,Loyal Customers
MM-18280,86,9,775.414,3,5,1,351,Loyal Customers
MN-17935,35,6,2477.946,4,3,3,433,Loyal Customers
MO-17500,73,4,922.487,3,2,1,321,Potential Loyalists
MO-17800,105,8,1687.0269999999998,2,4,2,242,At Risk
MO-17950,181,2,154.288,2,1,1,211,Lost
MP-17470,720,7,3206.132,1,4,4,144,At Risk
MP-17965,73,9,3983.6420000000003,3,5,4,354,Loyal Customers
MP-18175,17,9,5087.92,5,5,5,555,Champions
MR-17545,126,4,639.178,2,2,1,221,Lost
MS-17365,274,10,7443.6900000000005,1,5,5,155,At Risk
MS-17530,435,4,475.65599999999995,1,2,1,121,Lost
MS-17710,414,6,1613.402,1,3,2,132,At Risk
MS-17770,122,9,3144.678,2,5,4,254,At Risk
MS-17830,453,4,370.348,1,2,1,121,Lost
MS-17980,27,6,855.116,4,3,1,431,Loyal Customers
MT-17815,50,6,2890.139,4,3,4,434,Loyal Customers
MT-18070,204,4,1319.4498,2,2,2,222,Lost
MV-17485,28,9,1560.05,4,5,2,452,Loyal Customers
MV-18190,20,7,1734.574,5,4,2,542,Loyal Customers
MW-18220,18,7,5341.900000000001,5,4,5,545,Champions
MW-18235,45,2,5253.876,4,1,5,415,New Customers
MY-17380,30,7,2254.285,4,4,3,443,Loyal Customers
MY-18295,72,11,4152.696,3,5,4,354,Loyal Customers
MZ-17335,31,4,593.606,4,2,1,421,New Customers
MZ-17515,283,6,2564.906,1,3,3,133,At Risk
NB-18580,1166,2,273.87199999999996,1,1,1,111,Lost
NB-18655,20,9,1972.599,5,5,3,553,Loyal Customers
NC-18340,225,5,2461.404,2,2,3,223,Potential Loyalists
NC-18415,42,6,2218.9900000000002,4,3,3,433,Loyal Customers
NC-18535,7,7,8241.739,5,4,5,545,Champions
NC-18625,205,5,1821.742,2,2,3,223,Potential Loyalists
ND-18370,28,9,4326.139,4,5,5,455,Champions
ND-18460,184,6,2893.455,2,3,4,234,At Risk
NF-18385,80,7,8322.826,3,4,5,345,Loyal Customers
NF-18475,526,4,377.16200000000003,1,2,1,121,Lost
NF-18595,115,7,2031.472,2,4,3,243,At Risk
NG-18355,49,5,1869.58,4,2,3,423,New Customers
NG-18430,49,5,1395.9379999999999,4,2,2,422,New Customers
NH-18610,190,7,2673.29,2,4,3,243,At Risk
NK-18490,71,7,572.048,3,4,1,341,Loyal Customers
NL-18310,59,4,1418.0900000000001,3,2,2,322,Potential Loyalists
NM-18445,161,7,6459.344,2,4,5,245,At Risk
NM-18520,245,10,2161.979,1,5,3,153,At Risk
NP-18325,26,6,5529.62,5,3,5,535,Loyal Customers
NP-18670,59,5,3908.402,3,2,4,324,Potential Loyalists
NP-18685,407,6,1228.698,1,3,2,132,At Risk
NP-18700,139,7,7903.1825,2,4,5,245,At Risk
NR-18550,211,5,2367.277,2,2,3,223,Potential Loyalists
NS-18505,7,4,2575.863,5,2,3,523,New Customers
NS-18640,175,13,2964.823,2,5,4,254,At Risk
NW-18400,173,7,7234.014,2,4,5,245,At Risk
NZ-18565,86,9,2488.31,3,5,3,353,Loyal Customers
ON-18715,411,9,1567.52,1,5,2,152,At Risk
OT-18730,66,5,3818.624,3,2,4,324,Potential Loyalists
PA-19060,104,6,729.408,3,3,1,331,Loyal Customers
PB-18805,26,3,740.356,5,1,1,511,New Customers
PB-19105,58,4,688.324,3,2,1,321,Potential Loyalists
PB-19150,98,8,1456.95,3,4,2,342,Loyal Customers
PB-19210,689,2,132.738,1,1,1,111,Lost
PC-18745,3,4,1832.064,5,2,3,523,New Customers
PC-19000,883,2,1061.488,1,1,2,112,Lost
PF-19120,836,4,9062.864,1,2,5,125,Potential Loyalists
PF-19165,197,6,2770.0,2,3,4,234,At Risk
PF-19225,115,5,2206.1279999999997,2,2,3,223,Potential Loyalists
PG-18820,37,13,3086.907,4,5,4,454,Champions
PG-18895,58,9,1987.164,3,5,3,353,Loyal Customers
PH-18790,71,1,729.648,3,1,1,311,Potential Loyalists
PJ-18835,40,8,1220.09,4,4,2,442,Loyal Customers
PJ-19015,135,7,1824.2340000000002,2,4,3,243,At Risk
PK-18910,484,2,1441.152,1,1,2,112,Lost
PK-19075,10,12,8646.934,5,5,5,555,Champions
PL-18925,16,5,239.481,5,2,1,521,New Customers
PM-18940,387,3,1405.402,1,1,2,112,Lost
PM-19135,52,4,4115.662,4,2,4,424,New Customers
PN-18775,31,8,1467.152,4,4,2,442,Loyal Customers
PO-18850,5,11,7473.8282,5,5,5,555,Champions
PO-18865,1,7,2493.214,5,4,3,543,Loyal Customers
PO-19180,161,9,4893.043,2,5,5,255,At Risk
PO-19195,87,5,1056.858,3,2,2,322,Potential Loyalists
PP-18955,98,10,7252.608,3,5,5,355,Loyal Customers
PR-18880,37,5,1840.178,4,2,3,423,New Customers
PS-18760,108,6,2181.479,2,3,3,233,At Risk
PS-18970,70,8,1278.639,3,4,2,342,Loyal Customers
PS-19045,237,7,6843.634,1,4,5,145,At Risk
PT-19090,72,4,160.572,3,2,1,321,Potential Loyalists
PV-18985,90,5,2876.046,3,2,4,324,Potential Loyalists
PW-19030,47,10,3454.916,4,5,4,454,Champions
PW-19240,465,7,3922.4150000000004,1,4,4,144,At Risk
QJ-19255,26,9,6108.338,5,5,5,555,Champions
RA-19285,6,9,2617.906,5,5,3,553,Loyal Customers
RA-19885,44,7,3832.314,4,4,4,444,Champions
RA-19915,13,9,4793.543,5,5,5,555,Champions
RA-19945,62,5,1686.9225,3,2,2,322,Potential Loyalists
RB-19330,69,2,1008.1959999999999,3,1,2,312,Potential Loyalists
RB-19360,97,6,15117.339,3,3,5,335,Loyal Customers
RB-19435,20,8,2663.0860000000002,5,4,3,543,Loyal Customers
RB-19465,10,12,4715.466,5,5,5,555,Champions
RB-19570,26,5,528.546,5,2,1,521,New Customers
RB-19645,649,5,221.084,1,2,1,121,Lost
RB-19705,55,4,2067.45,3,2,3,323,Potential Loyalists
RB-19795,33,8,5633.316000000001,4,4,5,445,Champions
RC-19825,370,6,966.409,1,3,2,132,At Risk
RC-19960,111,6,885.752,2,3,1,231,At Risk
RD-19480,73,8,4272.93,3,4,4,344,Loyal Customers
RD-19585,181,10,2912.8940000000002,2,5,4,254,At Risk
RD-19660,115,5,2786.632,2,2,4,224,Potential Loyalists
RD-19720,22,10,1419.737,5,5,2,552,Loyal Customers
RD-19810,15,8,1137.616,5,4,2,542,Loyal Customers
RD-19900,115,9,3133.924,2,5,4,254,At Risk
RD-19930,43,4,970.9420000000001,4,2,2,422,New Customers
RE-19405,1098,1,48.36,1,1,1,111,Lost
RE-19450,303,5,876.696,1,2,1,121,Lost
RF-19345,391,8,3309.15,1,4,4,144,At Risk
RF-19735,90,7,2341.2960000000003,3,4,3,343,Loyal Customers
RF-19840,7,8,945.222,5,4,1,541,Loyal Customers
RH-19495,33,5,3621.3759999999997,4,2,4,424,New Customers
RH-19510,468,6,6979.18,1,3,5,135,At Risk
RH-19555,520,2,740.382,1,1,1,111,Lost
RH-19600,535,3,2085.7400000000002,1,1,3,113,Potential Loyalists
RK-19300,120,3,1460.192,2,1,2,212,Lost
RL-19615,122,8,6234.91,2,4,5,245,At Risk
RM-19375,346,6,1453.474,1,3,2,132,At Risk
RM-19675,7,5,5979.0960000000005,5,2,5,525,New Customers
RM-19750,300,1,98.35,1,1,1,111,Lost
RO-19780,36,7,3815.478,4,4,4,444,Champions
RP-19270,497,4,954.6452,1,2,1,121,Lost
RP-19390,34,12,5153.084,4,5,5,455,Champions
RP-19855,29,8,2170.716,4,4,3,443,Loyal Customers
RR-19315,20,2,615.932,5,1,1,511,New Customers
RR-19525,171,6,3302.2619999999997,2,3,4,234,At Risk
RS-19420,77,5,3221.29,3,2,4,324,Potential Loyalists
RS-19765,37,8,4159.7699999999995,4,4,4,444,Champions
RS-19870,20,2,22.328,5,1,1,511,New Customers
RW-19540,121,7,7397.401,2,4,5,245,At Risk
RW-19630,90,9,3279.746,3,5,4,354,Loyal Customers
RW-19690,80,5,3495.646,3,2,4,324,Potential Loyalists
SA-20830,64,10,4767.3415,3,5,5,355,Loyal Customers
SB-20170,202,3,1348.02,2,1,2,212,Lost
SB-20185,189,6,6410.996,2,3,5,235,At Risk
SB-20290,48,7,8057.891,4,4,5,445,Champions
SC-20020,782,5,3362.9636,1,2,4,124,Potential Loyalists
SC-20050,41,9,4624.572,4,5,5,455,Champions
SC-20095,350,9,14142.333999999999,1,5,5,155,At Risk
SC-20230,150,4,4371.9580000000005,2,2,5,225,Potential Loyalists
SC-20260,188,8,3729.7929999999997,2,4,4,244,At Risk
SC-20305,30,7,3979.065,4,4,4,444,Champions
SC-20380,31,9,5992.536,4,5,5,455,Champions
SC-20440,37,7,1874.998,4,4,3,443,Loyal Customers
SC-20575,93,5,902.7280000000001,3,2,1,321,Potential Loyalists
SC-20680,127,6,1254.64,2,3,2,232,At Risk
SC-20695,90,10,2576.408,3,5,3,353,Loyal Customers
SC-20725,188,11,5226.21,2,5,5,255,At Risk
SC-20770,42,7,4492.657,4,4,5,445,Champions
SC-20800,31,4,279.25600000000003,4,2,1,421,New Customers
SC-20845,132,2,280.632,2,1,1,211,Lost
SD-20485,201,9,6121.114,2,5,5,255,At Risk
SE-20110,10,11,12209.438000000002,5,5,5,555,Champions
SF-20065,60,7,763.5459999999999,3,4,1,341,Loyal Customers
SF-20200,60,9,3422.7859999999996,3,5,4,354,Loyal Customers
SF-20965,49,9,3336.535,4,5,4,454,Champions
SG-20080,9,3,3406.5809999999997,5,1,4,514,New Customers
SG-20470,184,8,1884.798,2,4,3,243,At Risk
SG-20605,109,6,3124.832,2,3,4,234,At Risk
SG-20890,227,3,47.946,1,1,1,111,Lost
SH-19975,30,13,3406.8395,4,5,4,454,Champions
SH-20395,24,10,2180.718,5,5,3,553,Loyal Customers
SH-20635,766,2,2096.392,1,1,3,113,Potential Loyalists
SJ-20125,96,12,3949.656,3,5,4,354,Loyal Customers
SJ-20215,30,6,1341.036,4,3,2,432,Loyal Customers
SJ-20500,254,5,1318.776,1,2,2,122,Lost
SK-19990,9,3,883.409,5,1,1,511,New Customers
SL-20155,71,7,3053.012,3,4,4,344,Loyal Customers
SM-20005,422,4,244.49399999999997,1,2,1,121,Lost
SM-20320,80,5,25043.05,3,2,5,325,Potential Loyalists
SM-20905,607,1,1043.041,1,1,2,112,Lost
SM-20950,26,12,5563.392,5,5,5,555,Champions
SN-20560,112,6,1860.418,2,3,3,233,At Risk
SN-20710,80,7,3127.9592,3,4,4,344,Loyal Customers
SO-20335,30,6,2602.5755,4,3,3,433,Loyal Customers
SP-20545,328,6,1306.086,1,3,2,132,At Risk
SP-20620,48,9,5440.319,4,5,5,455,Champions
SP-20650,387,9,1872.4360000000001,1,5,3,153,At Risk
SP-20860,80,10,4282.94,3,5,5,355,Loyal Customers
SP-20920,71,6,3990.689,3,3,4,334,Loyal Customers
SR-20425,9,5,3233.481,5,2,4,524,New Customers
SR-20740,197,8,4345.8859999999995,2,4,5,245,At Risk
SS-20140,16,8,1324.028,5,4,2,542,Loyal Customers
SS-20410,111,6,3056.8070000000002,2,3,4,234,At Risk
SS-20515,492,3,613.4,1,1,1,111,Lost
SS-20590,433,6,418.49,1,3,1,131,At Risk
SS-20875,121,5,964.636,2,2,2,222,Lost
ST-20530,126,7,433.34000000000003,2,4,1,241,At Risk
SU-20665,21,7,2595.364,5,4,3,543,Loyal Customers
SV-20365,102,10,11470.949999999999,3,5,5,355,Loyal Customers
SV-20785,321,9,4105.305,1,5,4,154,At Risk
SV-20815,77,4,1271.0900000000001,3,2,2,322,Potential Loyalists
SV-20935,3,8,1903.491,5,4,3,543,Loyal Customers
SW-20245,82,7,1085.078,3,4,2,342,Loyal Customers
SW-20275,31,6,1966.65,4,3,3,433,Loyal Customers
SW-20350,163,3,1019.044,2,1,2,212,Lost
SW-20455,163,7,2921.544,2,4,4,244,At Risk
SW-20755,535,2,758.6959999999999,1,1,1,111,Lost
SZ-20035,36,11,3625.329,4,5,4,454,Champions
TA-21385,70,4,14595.62,3,2,5,325,Potential Loyalists
TB-21055,120,5,1467.881,2,2,2,222,Lost
TB-21175,59,4,3589.296,3,2,4,324,Potential Loyalists
TB-21190,50,4,816.1740000000001,4,2,1,421,New Customers
TB-21250,350,7,1602.376,1,4,2,142,At Risk
TB-21280,584,6,2198.45,1,3,3,133,At Risk
TB-21355,147,5,834.328,2,2,1,221,Lost
TB-21400,203,7,9133.99,2,4,5,245,At Risk
TB-21520,108,9,4737.486,2,5,5,255,At Risk
TB-21595,286,5,1387.559,1,2,2,122,Lost
TB-21625,31,9,2797.668,4,5,4,454,Champions
TC-20980,400,5,19052.218,1,2,5,125,Potential Loyalists
TC-21145,107,1,1038.26,2,1,2,212,Lost
TC-21295,28,8,4266.812,4,4,4,444,Champions
TC-21475,154,9,1244.976,2,5,2,252,At Risk
TC-21535,5,7,742.5580000000001,5,4,1,541,Loyal Customers
TD-20995,38,9,1434.5480000000002,4,5,2,452,Loyal Customers
TG-21310,338,5,3058.372,1,3,4,134,At Risk
TG-21640,115,4,2074.661,2,2,3,223,Potential Loyalists
TH-21100,345,5,2422.824,1,3,3,133,At Risk
TH-21115,59,4,2942.772,3,2,4,324,Potential Loyalists
TH-21235,118,8,1022.201,2,4,2,242,At Risk
TH-21550,73,7,4234.0960000000005,3,4,4,344,Loyal Customers
TM-21010,104,8,2955.2259999999997,2,4,4,244,At Risk
TM-21490,131,3,1094.6779999999999,2,1,2,212,Lost
TN-21040,91,7,3130.221,3,4,4,344,Loyal Customers
TP-21130,9,9,4454.0560000000005,5,5,5,555,Champions
TP-21415,105,5,5329.0048,2,3,5,235,At Risk
TP-21565,351,4,1936.6399999999999,1,2,3,123,Potential Loyalists
TR-21325,194,5,675.9419999999999,2,3,1,231,At Risk
TS-21085,358,2,4.833,1,1,1,111,Lost
TS-21160,505,6,2163.6240000000003,1,3,3,133,At Risk
TS-21205,199,7,5371.09,2,4,5,245,At Risk
TS-21340,227,5,974.7819999999999,1,3,2,132,At Risk
TS-21370,37,6,11891.751,4,3,5,435,Loyal Customers
TS-21430,173,5,2054.14,2,3,3,233,At Risk
TS-21505,12,6,2243.274,5,3,3,533,Loyal Customers
TS-21610,56,7,2820.424,3,4,4,344,Loyal Customers
TS-21655,239,5,3368.094,1,3,4,134,At Risk
TT-21070,32,7,4915.602,4,4,5,445,Champions
TT-21220,184,8,1427.0439999999999,2,4,2,242,At Risk
TT-21265,407,3,439.5,1,1,1,111,Lost
TT-21460,13,7,5364.808,5,4,5,545,Champions
TW-21025,65,7,5278.826,3,4,5,345,Loyal Customers
TZ-21580,36,4,1707.286,4,2,2,422,New Customers
VB-21745,55,6,2005.596,3,3,3,333,Loyal Customers
VD-21670,582,6,6442.254,1,3,5,135,At Risk
VF-21715,14,5,847.944,5,3,1,531,Loyal Customers
VG-21790,155,6,846.01,2,3,1,231,At Risk
VG-21805,287,5,427.372,1,3,1,131,At Risk
VM-21685,55,7,2454.866,3,4,3,343,Loyal Customers
VM-21835,118,5,380.69,2,3,1,231,At Risk
VP-21730,31,3,993.9019999999999,4,1,2,412,New Customers
VP-21760,76,7,3360.526,3,4,4,344,Loyal Customers
VS-21820,222,4,1055.981,2,2,2,222,Lost
VT-21700,1001,2,1736.596,1,1,2,112,Lost
VW-21775,29,10,6134.0380000000005,4,5,5,455,Champions
WB-21850,21,11,6160.102,5,5,5,555,Champions
XP-21865,44,11,2374.658,4,5,3,453,Loyal Customers
YC-21895,5,5,5454.35,5,3,5,535,Loyal Customers
YS-21880,10,8,6720.4439999999995,5,4,5,545,Champions
ZC-21910,55,13,8025.707,3,5,5,355,Loyal Customers
ZD-21925,203,5,1493.944,2,3,2,232,At Risk
